dataset,backbone,phase,seed,trace_file,mse,mae,static_mse,static_mae,elf_mse,elf_mae,independent_mse,mse_vs_static_pct,mae_vs_static_pct,mse_vs_elf_pct,mae_vs_elf_pct,mse_vs_independent_pct
bdg2_fox,patchtst,legacy,0,results/tsf_edge/site_main96/proposed/blocks_legacy_bdg2_fox_patchtst_s0.npz,0.1771020804892014,0.2850419118517323,0.1902763574626706,0.2979829077263204,0.1566480864252824,0.2581215671036227,0.17690200623963084,6.923759288409648,4.3428651573779735,-13.057289450947152,-10.429327952012013,-0.11309891494364344
bdg2_fox,patchtst,refit,0,results/tsf_edge/site_main96/proposed/blocks_refit_bdg2_fox_patchtst_s0.npz,0.1712181186783261,0.2806231796190728,0.178914805926664,0.2891902672104119,0.1535307318860586,0.2558323232947879,0.16965716551127946,4.301872731255529,2.9624398061452673,-11.520421074651054,-9.69027525725088,-0.9200632123863128
bdg2_fox,patchtst,legacy,1,results/tsf_edge/site_main96/proposed/blocks_legacy_bdg2_fox_patchtst_s1.npz,0.1698132026221985,0.2786373438826034,0.1845938965389207,0.2940718444077863,0.1541200676591076,0.2568618023849832,0.17076573927542332,8.007141186060696,5.248547529691416,-10.182408560708623,-8.477532001812849,0.5578031385373494
bdg2_fox,patchtst,refit,1,results/tsf_edge/site_main96/proposed/blocks_refit_bdg2_fox_patchtst_s1.npz,0.1655530911480587,0.272232354808405,0.1774665404722834,0.2872662049268533,0.1527530039470835,0.2558588288572744,0.16394638282212853,6.713067878891432,5.23342107794279,-8.379597697083184,-6.399437543061781,-0.9800206008041767
bdg2_fox,patchtst,legacy,2,results/tsf_edge/site_main96/proposed/blocks_legacy_bdg2_fox_patchtst_s2.npz,0.1738318424625394,0.2806784692846151,0.1835186399890558,0.2927541421756142,0.156612534656497,0.2585950918160283,0.17401844769573524,5.278372555013522,4.124851249331007,-10.994846513281997,-8.539751204673873,0.10723301791664142
bdg2_fox,patchtst,refit,2,results/tsf_edge/site_main96/proposed/blocks_refit_bdg2_fox_patchtst_s2.npz,0.1710311257446108,0.2753212425836569,0.1754773751672312,0.2859294277113035,0.1533490251914321,0.2552618557197038,0.1675399893287393,2.53380210319597,3.7100711222901483,-11.530624685162083,-7.858356591272231,-2.0837630644832794
bdg2_panther,dlinear,legacy,0,results/tsf_edge/site_main96/proposed/blocks_legacy_bdg2_panther_dlinear_s0.npz,0.0669031807768378,0.1638474589815462,0.0778961183824501,0.1785384359146622,0.0645714094415725,0.1597659239202654,0.07039056861248223,14.112304738523406,8.228467364942071,-3.611151367812715,-2.5546968722302665,4.954339628712734
bdg2_panther,dlinear,refit,0,results/tsf_edge/site_main96/proposed/blocks_refit_bdg2_panther_dlinear_s0.npz,0.0664986879967471,0.1631922170607847,0.0773265981251636,0.177811826713068,0.0645722431195545,0.1598904003382136,0.06991433389847221,14.002827475857726,8.221955717194618,-2.983394697355979,-2.0650500064962163,4.885472994257833
bdg2_panther,dlinear,legacy,1,results/tsf_edge/site_main96/proposed/blocks_legacy_bdg2_panther_dlinear_s1.npz,0.0664120899237262,0.163105464044486,0.0783383119311524,0.1793496516915571,0.0644993363564443,0.1596497756597401,0.07026476129760025,15.223996679820662,9.057273038370662,-2.965539919219329,-2.1645432137098464,5.483077580746897
bdg2_panther,dlinear,refit,1,results/tsf_edge/site_main96/proposed/blocks_refit_bdg2_panther_dlinear_s1.npz,0.0665592305606879,0.1630483813368107,0.0766093468180305,0.1766298462537482,0.0645434901825356,0.1597654377856747,0.0691442627235959,13.11865545755736,7.689224219459612,-3.1230730976145926,-2.054852161166476,3.7386068794191485
bdg2_panther,dlinear,legacy,2,results/tsf_edge/site_main96/proposed/blocks_legacy_bdg2_panther_dlinear_s2.npz,0.0666217241149721,0.1635094953788221,0.0805036916586102,0.1821439269362954,0.0647509063752711,0.1603996728104664,0.07064594900344558,17.243889388957445,10.230608217857684,-2.889253362506561,-1.9387960797341286,5.6963278790086225
bdg2_panther,dlinear,refit,2,results/tsf_edge/site_main96/proposed/blocks_refit_bdg2_panther_dlinear_s2.npz,0.066332979755961,0.1627458583050515,0.0766935526463754,0.1770248197118518,0.0642866907592892,0.1593320453274469,0.06940097809082849,13.509053281422146,8.066078773610707,-3.183067867552558,-2.1425777661918444,4.420684577171585
bdg2_panther,patchtst,legacy,0,results/tsf_edge/site_main96/proposed/blocks_legacy_bdg2_panther_patchtst_s0.npz,0.0678908211340164,0.1653554297347294,0.0735923416645027,0.1729121559470561,0.064002084282525,0.1581299428926661,0.06938586319145425,7.747437303298133,4.370268921197484,-6.075953455398908,-4.569335010111097,2.154678184679526
bdg2_panther,patchtst,refit,0,results/tsf_edge/site_main96/proposed/blocks_refit_bdg2_panther_patchtst_s0.npz,0.0668078320023271,0.1645044430852842,0.0810435353678488,0.1890732648971033,0.0650313236580703,0.161036881655389,0.0674203031994028,17.565501431924492,12.994339429844748,-2.7317733121926757,-2.153271594836026,0.9084373223066877
bdg2_panther,patchtst,legacy,1,results/tsf_edge/site_main96/proposed/blocks_legacy_bdg2_panther_patchtst_s1.npz,0.0676535763917048,0.165610677432609,0.0747446557941097,0.1751959008725725,0.0642925832951033,0.1588220132687886,0.06929797985236114,9.487072121835528,5.471145952744216,-5.227652902317703,-4.274384906789552,2.3729457397744125
bdg2_panther,patchtst,refit,1,results/tsf_edge/site_main96/proposed/blocks_refit_bdg2_panther_patchtst_s1.npz,0.0664816642004512,0.1625680258115187,0.072169150618005,0.1696844123948982,0.0632984872062637,0.1569350022770851,0.06804143312243505,7.880772281300574,4.193895292407824,-5.028835813745158,-3.5893990841430634,2.292381054316095
bdg2_panther,patchtst,legacy,2,results/tsf_edge/site_main96/proposed/blocks_legacy_bdg2_panther_patchtst_s2.npz,0.0672268852429438,0.1644349163286583,0.0729775293055062,0.1719463960494782,0.0642108326159199,0.1591709056962753,0.06881233309537332,7.880020216207162,4.368500819673149,-4.6971087340738515,-3.307143732930462,2.3040169997318727
bdg2_panther,patchtst,refit,2,results/tsf_edge/site_main96/proposed/blocks_refit_bdg2_panther_patchtst_s2.npz,0.0675319036982664,0.1656093661379093,0.076768485190991,0.1830177645667254,0.064072498488999,0.1596604406376917,0.06835629361665564,12.031736030410233,9.511862670833382,-5.399204480626518,-3.7259858963543557,1.2060190434145746
