dataset,backbone,phase,seed,candidate,mse,mae,static_mse,static_mae,state_bytes,mse_reduction_pct,mae_reduction_pct
bdg2,dlinear,legacy,1,half512,0.1934395838044584,0.2845799492562618,0.2259040573703683,0.3231701026239107,8176,14.37091212252316,11.94112730550395
bdg2,dlinear,legacy,2,half512,0.1934676400864754,0.2821317210516338,0.2192738890418394,0.3102973736013714,8176,11.768956654223395,9.076987092362899
bdg2,dlinear,refit,0,half512,0.1933343071885709,0.2794849536303415,0.2141913409078949,0.2960556635998039,8176,9.737570917160843,5.59716026640924
bdg2,dlinear,refit,1,half512,0.1942696604872101,0.2834914019840883,0.2189961129917391,0.3092129231080202,8176,11.29081798153273,8.31838490623057
bdg2,dlinear,refit,2,half512,0.193093659335996,0.2825737983088452,0.2202234593301701,0.3118603725438192,8176,12.319214345597818,9.390925174649745
bdg2,patchtst,legacy,0,half512,0.1878421924884357,0.2876627796184928,0.2203223735026798,0.3221009568288342,8176,14.7421165167545,10.691733905230837
bdg2,patchtst,legacy,1,half512,0.1918473829670043,0.2913801262707572,0.2225063797094431,0.3198445830291455,8176,13.778929297431574,8.899465011666141
bdg2,patchtst,legacy,2,half512,0.1894725307998913,0.2891553959897415,0.2180406520239773,0.3190164642622972,8176,13.102199502203128,9.360353341513983
bdg2,patchtst,refit,0,half512,0.1826050922491878,0.2811168409062662,0.2006033697453123,0.3000128517088695,8176,8.972071365987144,6.298400450171327
bdg2,patchtst,refit,1,half512,0.1887825746976673,0.2890075092975734,0.2115402672566758,0.3192441934097231,8176,10.758090104611185,9.471334087302708
bdg2,patchtst,refit,2,half512,0.1866934160494471,0.2851828497519359,0.2042283493221909,0.303569363188778,8176,8.585944767678,6.05677504597465
bdg2_fox,dlinear,legacy,0,half512,0.2098184222528661,0.3001833439280156,0.2372526588699501,0.317105910938004,8176,11.563299963741214,5.336566246883001
bdg2_fox,dlinear,legacy,1,half512,0.210788703565553,0.3015687541995048,0.2381683133851614,0.3188474879185777,8176,11.495907843681374,5.41912179765559
bdg2_fox,dlinear,legacy,2,half512,0.2105838616413684,0.3021911954814055,0.239393946439265,0.3222495356018405,8176,12.034592029755364,6.224474484648546
bdg2_fox,dlinear,refit,0,half512,0.2102919637634579,0.299469422602485,0.2351892860078211,0.310563203817023,8176,10.586078416656807,3.572149268872893
bdg2_fox,dlinear,refit,1,half512,0.209532813776719,0.3008367637512865,0.2385137057040892,0.318529744993543,8176,12.150619119274086,5.554577404573358
bdg2_fox,dlinear,refit,2,half512,0.209764580976149,0.3001409092896923,0.236396773189513,0.3155418242591663,8176,11.265886523761337,4.8807840309703865
bdg2_fox,patchtst,legacy,0,half512,0.1781196717309667,0.2862713360990802,0.1902763574626705,0.2979829077263206,8176,6.388962819034805,3.930283020795533
bdg2_fox,patchtst,legacy,1,half512,0.1707242147699011,0.2797975100077635,0.1845938965389207,0.2940718444077864,8176,7.513618829805269,4.854029609250466
bdg2_fox,patchtst,legacy,2,half512,0.1744986328319137,0.2816529542335048,0.183518639989056,0.2927541421756144,8176,4.915035964564796,3.79198321827684
bdg2_fox,patchtst,refit,0,half512,0.1719550409456272,0.2816011455758681,0.1789148059266641,0.2891902672104117,8176,3.8899882796115004,2.624265922829916
bdg2_fox,patchtst,refit,1,half512,0.1662048782756837,0.2732881765103813,0.1774665404722834,0.2872662049268532,8176,6.345794630711554,4.865879862210432
bdg2_fox,patchtst,refit,2,half512,0.1716914925952613,0.2763831479393861,0.1754773751672313,0.2859294277113034,8176,2.1574761808250242,3.3386839012443215
bdg2_panther,dlinear,legacy,0,half512,0.0669798312911536,0.1643938913427433,0.0778961183824501,0.1785384359146621,8176,14.01390379646429,7.922408695615335
bdg2_panther,dlinear,legacy,1,half512,0.0664870647891081,0.1636315473387438,0.0783383119311524,0.1793496516915571,8176,15.128290168493507,8.76394473285349
