dataset,backbone,seed,phase,arm,mse,mae,static_mse,static_mae,mse_reduction_pct,mae_reduction_pct,state_bytes,lr,parameter_bytes,optimizer_bytes,context_bytes,schedule_bytes,method,cohort
bdg2,patchtst,2,legacy,,0.1971360888811452,0.2940934034879461,,,9.587461305396062,7.81246849813344,28456608,,,,,,$\delta$-Adapter,main
bdg2,patchtst,2,refit,,0.1898508856813808,0.2841961408325884,,,7.039896120458822,6.381810783765518,28456608,,,,,,$\delta$-Adapter,main
bdg2_fox,dlinear,0,legacy,,0.2013943803320062,0.2832397133678044,,,15.113962772320178,10.67977492757004,28456608,,,,,,$\delta$-Adapter,main
bdg2_fox,dlinear,0,refit,,0.2027477801905814,0.2826940736633153,,,13.793785579229532,8.973738617833071,28456608,,,,,,$\delta$-Adapter,main
bdg2_fox,dlinear,1,legacy,,0.2029151794774135,0.2854058416782328,,,14.80177333696664,10.488289074707902,28456608,,,,,,$\delta$-Adapter,main
bdg2_fox,dlinear,1,refit,,0.2027324701679582,0.2840687387406479,,,15.00175238588718,10.81877180845181,28456608,,,,,,$\delta$-Adapter,main
bdg2_fox,dlinear,2,legacy,,0.2023014269368157,0.2853638083577698,,,15.494343133634803,11.44632440669988,28456608,,,,,,$\delta$-Adapter,main
bdg2_fox,dlinear,2,refit,,0.2023308106396136,0.2833652343816588,,,14.410502347504316,10.19725038132493,28456608,,,,,,$\delta$-Adapter,main
bdg2_fox,patchtst,0,legacy,,0.172036016032848,0.2784708009724346,,,9.586236394819103,6.548062404910326,28456608,,,,,,$\delta$-Adapter,main
bdg2_fox,patchtst,0,refit,,0.1614634323770593,0.2696594460908023,,,9.754013067402544,6.753623248807061,28456608,,,,,,$\delta$-Adapter,main
bdg2_fox,patchtst,1,legacy,,0.1653408060012856,0.2718347299776161,,,10.429971358005153,7.56179649736689,28456608,,,,,,$\delta$-Adapter,main
bdg2_fox,patchtst,1,refit,,0.1582211563107451,0.2650006755716338,,,10.84451418860224,7.750834930579098,28456608,,,,,,$\delta$-Adapter,main
bdg2_fox,patchtst,2,legacy,,0.1639411385940481,0.2696936451548878,,,10.667854445834635,7.877086503149511,28456608,,,,,,$\delta$-Adapter,main
bdg2_fox,patchtst,2,refit,,0.1579570900653475,0.2640953449868099,,,9.984355581559612,7.636178933823812,28456608,,,,,,$\delta$-Adapter,main
bdg2_panther,dlinear,0,legacy,,0.0723782094752012,0.1699646957859057,,,7.083676339503031,4.80218171780924,28456608,,,,,,$\delta$-Adapter,main
bdg2_panther,dlinear,0,refit,,0.0725438419899794,0.1702237896621185,,,6.185137134110896,4.267453516010599,28456608,,,,,,$\delta$-Adapter,main
bdg2_panther,dlinear,1,legacy,,0.0730689044481341,0.1713439987086769,,,6.726475658103626,4.463712590113178,28456608,,,,,,$\delta$-Adapter,main
bdg2_panther,dlinear,1,refit,,0.072405209219317,0.1697309662102814,,,5.487760662807295,3.905840484940348,28456608,,,,,,$\delta$-Adapter,main
bdg2_panther,dlinear,2,legacy,,0.0738299784640255,0.1723142039440535,,,8.289946780187085,5.396678965683998,28456608,,,,,,$\delta$-Adapter,main
bdg2_panther,dlinear,2,refit,,0.0715484673549537,0.169074633896049,,,6.708628188271659,4.491000656712196,28456608,,,,,,$\delta$-Adapter,main
bdg2_panther,patchtst,0,legacy,,0.0694650918230965,0.1652310212985081,,,5.608259973873031,4.442217845516804,28456608,,,,,,$\delta$-Adapter,main
bdg2_panther,patchtst,0,refit,,0.0680207448273109,0.1639265343393904,,,16.068882584439002,13.29999276809344,28456608,,,,,,$\delta$-Adapter,main
bdg2_panther,patchtst,1,legacy,,0.0697824877856381,0.1658988003798649,,,6.638826489669436,5.306688367937218,28456608,,,,,,$\delta$-Adapter,main
bdg2_panther,patchtst,1,refit,,0.0682854811098495,0.1628923681762225,,,5.3813429628845615,4.002750825967971,28456608,,,,,,$\delta$-Adapter,main
bdg2_panther,patchtst,2,legacy,,0.0689717925184315,0.1643381636100322,,,5.489000278846746,4.424769936589268,28456608,,,,,,$\delta$-Adapter,main
bdg2_panther,patchtst,2,refit,,0.068615134727229,0.1641003302300832,,,10.620699944094758,10.336392416018835,28456608,,,,,,$\delta$-Adapter,main
ETTh1,dlinear,0,legacy,,0.3933844850897944,0.3994546857317975,,,0.5532758601485388,1.040792000121871,488432,,,,,,OMPB,main
ETTh1,dlinear,1,legacy,,0.3913555984339978,0.3978962771680016,,,1.861429982193874,2.035368190036879,488432,,,,,,OMPB,main
ETTh1,dlinear,2,legacy,,0.3912418902821405,0.3978478393545572,,,0.72642329828142,0.9781175831243384,488432,,,,,,OMPB,main
ETTh1,patchtst,0,legacy,,0.40298024770511,0.416300500939236,,,6.149276429065232,4.690644895615471,488432,,,,,,OMPB,main
ETTh1,patchtst,1,legacy,,0.4078574019903946,0.4190809200688558,,,10.476910714695851,6.248021400094506,488432,,,,,,OMPB,main
ETTh1,patchtst,2,legacy,,0.4066003944978782,0.4172147617599543,,,11.99485491069382,7.948106967423985,488432,,,,,,OMPB,main
ETTh2,dlinear,0,legacy,,0.1401332231576847,0.2495607974540997,,,1.0009923574011204,1.4314382680001847,488432,,,,,,OMPB,main
ETTh2,dlinear,1,legacy,,0.1367761864291446,0.2457912183702738,,,0.1095696891278419,0.2588575827460082,488432,,,,,,OMPB,main
ETTh2,dlinear,2,legacy,,0.141683683254857,0.2505296841394104,,,1.9258783108814792,2.3907002073393917,488432,,,,,,OMPB,main
ETTh2,patchtst,0,legacy,,0.1477348386454963,0.25826407976465,,,19.939768896316263,11.31294875540496,488432,,,,,,OMPB,main
ETTh2,patchtst,1,legacy,,0.1482665578601431,0.2601623643650982,,,19.774096041027512,13.459468479800584,488432,,,,,,OMPB,main
ETTh2,patchtst,2,legacy,,0.1520851682554626,0.2654873518137712,,,34.885927605180925,25.7424471871891,488432,,,,,,OMPB,main
ETTm1,dlinear,0,legacy,,0.2580969397795133,0.3331497668663963,,,2.055789652548068,1.695919506179533,488432,,,,,,OMPB,main
ETTm1,dlinear,1,legacy,,0.2569117189219735,0.3321249141561794,,,2.075383675729392,1.6388981878450282,488432,,,,,,OMPB,main
ETTm1,dlinear,2,legacy,,0.2546719786687642,0.3288393264662906,,,2.5290166688113347,2.30069150648472,488432,,,,,,OMPB,main
ETTm1,patchtst,0,legacy,,0.2882283539910317,0.350023890312497,,,8.485297545723158,3.449015299719693,488432,,,,,,OMPB,main
ETTm1,patchtst,1,legacy,,0.2872231702774535,0.3495514294141713,,,13.478435989533487,6.724895119068108,488432,,,,,,OMPB,main
ETTm1,patchtst,2,legacy,,0.2741573716281953,0.3380891711023691,,,14.725840054306383,6.454047128879958,488432,,,,,,OMPB,main
ETTm2,dlinear,0,legacy,,0.0959948045446418,0.2053880016001759,,,1.1520677013359235,1.4122980144049668,488432,,,,,,OMPB,main
ETTm2,dlinear,1,legacy,,0.0955498862600892,0.2041896590544049,,,1.1250465385466812,0.9760497573154892,488432,,,,,,OMPB,main
ETTm2,dlinear,2,legacy,,0.0950118806379553,0.2036341993184829,,,0.965662279923274,1.0389847590537626,488432,,,,,,OMPB,main
ETTm2,patchtst,0,legacy,,0.1015623141110124,0.2085338760207023,,,16.42900692357676,10.91739972652298,488432,,,,,,OMPB,main
ETTm2,patchtst,1,legacy,,0.1012104199224423,0.2102925006706902,,,6.809853187077641,3.933164494754704,488432,,,,,,OMPB,main
ETTm2,patchtst,2,legacy,,0.0989069175536065,0.2105521531165785,,,16.26125548657994,10.655624122685026,488432,,,,,,OMPB,main
appliances,dlinear,0,legacy,,0.2148093638648201,0.2775400500596971,,,7.636339488766863,3.654670381724789,1812656,,,,,,OMPB,main
appliances,dlinear,1,legacy,,0.2134505951409842,0.2774333391946792,,,8.727216311562236,5.237730958861797,1812656,,,,,,OMPB,main
appliances,dlinear,2,legacy,,0.2133109962943851,0.2774687439320564,,,13.500892537556696,8.78454987879509,1812656,,,,,,OMPB,main
appliances,patchtst,0,legacy,,0.2094072682658779,0.2705634107372867,,,50.32090084190536,27.617444115873013,1812656,,,,,,OMPB,main
appliances,patchtst,1,legacy,,0.2132778227964289,0.2753189240254123,,,52.47927902542291,29.2506264945778,1812656,,,,,,OMPB,main
appliances,patchtst,2,legacy,,0.2023586335351443,0.2649646127728111,,,53.999282779783975,31.39047428906405,1812656,,,,,,OMPB,main
bdg2,dlinear,0,legacy,,0.2066522041551488,0.2912131290418446,,,4.737720641934651,4.928582100380774,1046000,,,,,,OMPB,main
bdg2,dlinear,1,legacy,,0.2051152118509078,0.2900094439145656,,,9.202510907264273,10.261053989866076,1046000,,,,,,OMPB,main
bdg2,dlinear,2,legacy,,0.2056987278162559,0.2884292666790774,,,6.190961123963623,7.047467617430547,1046000,,,,,,OMPB,main
bdg2,patchtst,0,legacy,,0.1917153424900113,0.2884433315256716,,,12.984169768087828,10.449402458946556,1046000,,,,,,OMPB,main
bdg2,patchtst,1,legacy,,0.1940175412785595,0.2897674049192359,,,12.80360521261692,9.40368532274597,1046000,,,,,,OMPB,main
bdg2,patchtst,2,legacy,,0.1928592824297225,0.2884785337641813,,,11.54893335738404,9.572524906741952,1046000,,,,,,OMPB,main
ETTh1,dlinear,0,refit,,0.3930932937222062,0.3996985956192052,,,1.683380587229999,2.007430909982011,488432,,,,,,OMPB,main
ETTh1,dlinear,1,refit,,0.3955385306890096,0.4002471690403663,,,1.019659308633103,1.437511374253886,488432,,,,,,OMPB,main
ETTh1,dlinear,2,refit,,0.3871603431384619,0.3950644884324398,,,0.5545997244133738,0.8884829546733419,488432,,,,,,OMPB,main
ETTh1,patchtst,0,refit,,0.3957400331857519,0.4133669524056901,,,6.015808235393417,3.864193919463765,488432,,,,,,OMPB,main
ETTh1,patchtst,1,refit,,0.3996050928762218,0.4140185454679615,,,7.658315356424539,4.514822861303191,488432,,,,,,OMPB,main
ETTh1,patchtst,2,refit,,0.3977906600422047,0.4154610308160963,,,6.628316145357505,5.429746147766879,488432,,,,,,OMPB,main
ETTh2,dlinear,0,refit,,0.1463461214266271,0.2560320181182156,,,7.073437777681213,6.413530666820377,488432,,,,,,OMPB,main
ETTh2,dlinear,1,refit,,0.1392785008786185,0.2492419013096407,,,1.2661892712615308,1.6106996703612375,488432,,,,,,OMPB,main
ETTh2,dlinear,2,refit,,0.1441921135648457,0.2533404079017822,,,4.208088894568817,3.761237444453769,488432,,,,,,OMPB,main
ETTh2,patchtst,0,refit,,0.1440106363678437,0.2538982847841804,,,6.440628008323124,4.523299336089126,488432,,,,,,OMPB,main
ETTh2,patchtst,1,refit,,0.1475652486616909,0.2655633915755853,,,11.32297824295636,11.938115915044278,488432,,,,,,OMPB,main
ETTh2,patchtst,2,refit,,0.1456086203697917,0.2540006292764241,,,8.986359710213376,4.975765917176977,488432,,,,,,OMPB,main
ETTm1,dlinear,0,refit,,0.2576896077748081,0.3328361914998614,,,2.390442896504752,1.8528363301887008,488432,,,,,,OMPB,main
ETTm1,dlinear,1,refit,,0.2620204290164825,0.3383445736263602,,,3.4652041227338337,2.5259390538420745,488432,,,,,,OMPB,main
ETTm1,dlinear,2,refit,,0.2470926058991356,0.3226198484759169,,,3.23019832149144,3.348724862796759,488432,,,,,,OMPB,main
ETTm1,patchtst,0,refit,,0.2803967946133769,0.3430999870996975,,,12.455609482998774,4.649821802528608,488432,,,,,,OMPB,main
ETTm1,patchtst,1,refit,,0.2782929942755468,0.3470985193050425,,,10.690396090975362,4.445789865037275,488432,,,,,,OMPB,main
ETTm1,patchtst,2,refit,,0.2676747654777309,0.3331452071964237,,,10.729575213781406,4.024128338312416,488432,,,,,,OMPB,main
ETTm2,dlinear,0,refit,,0.097904739104269,0.2072146924309109,,,4.042858801431271,3.688964928323213,488432,,,,,,OMPB,main
ETTm2,dlinear,1,refit,,0.0981741997453376,0.207848622284243,,,5.361202561147083,4.313854191191558,488432,,,,,,OMPB,main
ETTm2,dlinear,2,refit,,0.0963594972049728,0.2052217253348441,,,6.560393489567085,5.112840740695457,488432,,,,,,OMPB,main
ETTm2,patchtst,0,refit,,0.095774727782169,0.2042567197466519,,,25.43493841611861,15.847593477751198,488432,,,,,,OMPB,main
ETTm2,patchtst,1,refit,,0.097995463408737,0.2079312899340476,,,13.333872836309602,10.1300090383878,488432,,,,,,OMPB,main
ETTm2,patchtst,2,refit,,0.0979769716102077,0.2111161194118183,,,12.248659633092783,9.95558232195517,488432,,,,,,OMPB,main
appliances,dlinear,0,refit,,0.2070091929836438,0.2708978009536482,,,6.529929461428741,2.4479637255695352,1812656,,,,,,OMPB,main
appliances,dlinear,1,refit,,0.2100545646834682,0.2724954941732525,,,5.217199873653233,0.8900755903741842,1812656,,,,,,OMPB,main
appliances,dlinear,2,refit,,0.2123944754402228,0.2756502566763286,,,6.815879052474793,3.0433226270350167,1812656,,,,,,OMPB,main
appliances,patchtst,0,refit,,0.2053800010331392,0.2685263536670021,,,56.262004062720216,31.722086390677696,1812656,,,,,,OMPB,main
appliances,patchtst,1,refit,,0.2081338095427572,0.2732530763506233,,,51.652596045441456,29.977983202953485,1812656,,,,,,OMPB,main
appliances,patchtst,2,refit,,0.1968180233681684,0.2605134156479057,,,53.72962127264322,31.73227294650195,1812656,,,,,,OMPB,main
bdg2,dlinear,0,refit,,0.207195559595059,0.2895200150756897,,,3.266136382163132,2.20757422595671,1046000,,,,,,OMPB,main
bdg2,dlinear,1,refit,,0.2067260792045228,0.2907005479396225,,,5.602854598464657,5.98693449883092,1046000,,,,,,OMPB,main
bdg2,dlinear,2,refit,,0.2056698901602152,0.2900573236198631,,,6.60854625307431,6.991285473723552,1046000,,,,,,OMPB,main
bdg2,patchtst,0,refit,,0.1880297974667836,0.2840047449081168,,,6.267876902811887,5.335807019456295,1046000,,,,,,OMPB,main
bdg2,patchtst,1,refit,,0.1916155751540901,0.2875595396873048,,,9.41886495700115,9.924895856055103,1046000,,,,,,OMPB,main
bdg2,patchtst,2,refit,,0.1918702177941109,0.2871932132945926,,,6.051134217700415,5.394533138049873,1046000,,,,,,OMPB,main
bdg2_fox,dlinear,0,legacy,,0.2223231475896514,0.3026167442105016,,,6.292663421100986,4.5691884722814375,1046000,,,,,,OMPB,main
bdg2_fox,dlinear,0,refit,,0.2243530154360301,0.3024369918948261,,,4.607467778711117,2.6166048721550483,1046000,,,,,,OMPB,main
bdg2_fox,dlinear,1,legacy,,0.2261925658580506,0.3066701288827894,,,5.0282707035608,3.819179857831567,1046000,,,,,,OMPB,main
bdg2_fox,dlinear,1,refit,,0.2245275204298882,0.3051944296375879,,,5.863891650550668,4.186521216794104,1046000,,,,,,OMPB,main
bdg2_fox,dlinear,2,legacy,,0.2248068643185907,0.3052555205771978,,,6.093337921715314,5.273557646220994,1046000,,,,,,OMPB,main
bdg2_fox,dlinear,2,refit,,0.22362307604046,0.3030234910332151,,,5.403498946583529,3.9672500643431303,1046000,,,,,,OMPB,main
bdg2_fox,patchtst,0,legacy,,0.1773492193872898,0.2829096632549728,,,6.793875102384628,5.058425862865745,1046000,,,,,,OMPB,main
bdg2_fox,patchtst,0,refit,,0.1674634145513706,0.275100988112632,,,6.40047161887054,4.87197554526575,1046000,,,,,,OMPB,main
bdg2_fox,patchtst,1,legacy,,0.1695071668191582,0.275002425178348,,,8.172929876141154,6.484612380298104,1046000,,,,,,OMPB,main
bdg2_fox,patchtst,1,refit,,0.1632454424964415,0.2688772530709503,,,8.013396743969869,6.401362757093332,1046000,,,,,,OMPB,main
bdg2_fox,patchtst,2,legacy,,0.1711551933417385,0.275627953778422,,,6.736888769475735,5.850024279731192,1046000,,,,,,OMPB,main
bdg2_fox,patchtst,2,refit,,0.1648821722617036,0.2706938859661519,,,6.037931041212752,5.32842732107116,1046000,,,,,,OMPB,main
bdg2_panther,dlinear,0,legacy,,0.0759247612462728,0.1760406101241541,,,2.530751438086332,1.399040927916495,1046000,,,,,,OMPB,main
bdg2_panther,dlinear,0,refit,,0.0751592442667186,0.1748228044117592,,,2.802856857787672,1.6810030899306216,1046000,,,,,,OMPB,main
bdg2_panther,dlinear,1,legacy,,0.0762453854779828,0.1770052302025402,,,2.6716512030651174,1.3071792818693195,1046000,,,,,,OMPB,main
bdg2_panther,dlinear,1,refit,,0.0741473441126193,0.1732452503586621,,,3.213710608000841,1.916208368445138,1046000,,,,,,OMPB,main
bdg2_panther,dlinear,2,legacy,,0.0776690342535819,0.1791715588012089,,,3.521152069707689,1.6318788032532727,1046000,,,,,,OMPB,main
bdg2_panther,dlinear,2,refit,,0.074993220656836,0.1752104698107612,,,2.217046845358006,1.0249127235626765,1046000,,,,,,OMPB,main
bdg2_panther,patchtst,0,legacy,,0.0697999715891802,0.1662046599233097,,,5.153212942470809,3.879135036521153,1046000,,,,,,OMPB,main
bdg2_panther,patchtst,0,refit,,0.0684706782826713,0.1646518252042321,,,15.513707574713465,12.91638968955331,1046000,,,,,,OMPB,main
bdg2_panther,patchtst,1,legacy,,0.0707919763891675,0.1674618146907796,,,5.288243504432244,4.414536038384986,1046000,,,,,,OMPB,main
bdg2_panther,patchtst,1,refit,,0.0698854214285963,0.1653798412449834,,,3.1644118987856573,2.536810004620216,1046000,,,,,,OMPB,main
bdg2_panther,patchtst,2,legacy,,0.0695441525136171,0.1659768036022882,,,4.7047040706406085,3.4717752650495703,1046000,,,,,,OMPB,main
bdg2_panther,patchtst,2,refit,,0.0698037676210175,0.1671549427799258,,,9.072365506035595,8.667367249487,1046000,,,,,,OMPB,main
ETTh1,dlinear,0,legacy,,0.3678238076853575,0.38676667878119103,,,7.014958338771338,4.1840649764513955,301984,,,,,,ELF,main
ETTh1,dlinear,1,legacy,,0.3671277386366387,0.38647619766997193,,,7.936946787419064,4.847065477650892,301984,,,,,,ELF,main
ETTh1,dlinear,2,legacy,,0.36625319003280193,0.3852371769485658,,,7.067047123327397,4.116833962710221,301984,,,,,,ELF,main
ETTh1,patchtst,0,legacy,,0.3661363202808822,0.39235897495746014,,,14.729918452217493,10.171905178487417,301984,,,,,,ELF,main
ETTh1,patchtst,1,legacy,,0.3665370002740851,0.3917846775505144,,,19.54657573512112,12.354423819982562,301984,,,,,,ELF,main
ETTh1,patchtst,2,legacy,,0.36854035519378847,0.3930480235587961,,,20.232621834647446,13.280118688330466,301984,,,,,,ELF,main
ETTh2,dlinear,0,legacy,,0.13460772923520892,0.24361254521258824,,,4.904552146679498,3.780808338324493,301984,,,,,,ELF,main
ETTh2,dlinear,1,legacy,,0.13323726951208983,0.24186640290810257,,,2.6941126779920777,1.8515327831436723,301984,,,,,,ELF,main
ETTh2,dlinear,2,legacy,,0.1345245295648855,0.24424280171575696,,,6.88147865985319,4.8401432478300315,301984,,,,,,ELF,main
ETTh2,patchtst,0,legacy,,0.1385505546090412,0.24897992380114845,,,24.916901637801057,14.501097941494656,301984,,,,,,ELF,main
ETTh2,patchtst,1,legacy,,0.13821287517419298,0.25022037187951474,,,25.214067085326263,16.766577546755414,301984,,,,,,ELF,main
ETTh2,patchtst,2,legacy,,0.13995255517006808,0.25361660145478965,,,40.080410774333316,29.062729173082356,301984,,,,,,ELF,main
ETTm1,dlinear,0,legacy,,0.23919915094717517,0.31925122393535166,,,9.227238512334889,5.797028433529183,301984,,,,,,ELF,main
ETTm1,dlinear,1,legacy,,0.23881642035074901,0.3187637994463093,,,8.972597930087467,5.595885177635928,301984,,,,,,ELF,main
ETTm1,dlinear,2,legacy,,0.2389989309213963,0.318824275717462,,,8.52758543055,5.276197943633221,301984,,,,,,ELF,main
ETTm1,patchtst,0,legacy,,0.23420299636298084,0.3176506276040683,,,25.638760971014086,12.378892599435144,301984,,,,,,ELF,main
ETTm1,patchtst,1,legacy,,0.24181401754438497,0.3220908782670211,,,27.157245087908088,14.05253154908177,301984,,,,,,ELF,main
ETTm1,patchtst,2,legacy,,0.23645534218978892,0.3177344562654804,,,26.452713818503494,12.085996796561382,301984,,,,,,ELF,main
ETTm2,dlinear,0,legacy,,0.08586067904707548,0.1913043022531826,,,11.587396528155413,8.172573898382929,301984,,,,,,ELF,main
ETTm2,dlinear,1,legacy,,0.08596964032028903,0.1912215578688467,,,11.038678134806212,7.265068567022492,301984,,,,,,ELF,main
ETTm2,dlinear,2,legacy,,0.0857761835263199,0.19101572187972554,,,10.592365179525276,7.171242220293816,301984,,,,,,ELF,main
ETTm2,patchtst,0,legacy,,0.08578925450816313,0.19133183330105044,,,29.407937803616633,18.265859001935347,301984,,,,,,ELF,main
ETTm2,patchtst,1,legacy,,0.08568305247002797,0.1912070239514201,,,21.10677689925593,12.65188411947622,301984,,,,,,ELF,main
ETTm2,patchtst,2,legacy,,0.08641368682866343,0.19288928645426073,,,26.83854857890797,18.15057382892371,301984,,,,,,ELF,main
appliances,dlinear,0,legacy,,0.1933754312536919,0.2562543002001724,,,16.85249487182895,11.043811465856413,1119288,,,,,,ELF,main
appliances,dlinear,1,legacy,,0.19330390005832457,0.25687907056373954,,,17.342066699315637,12.258405329154975,1119288,,,,,,ELF,main
appliances,dlinear,2,legacy,,0.1939093040288901,0.2577301486109051,,,21.368415044039335,15.27344239859546,1119288,,,,,,ELF,main
appliances,patchtst,0,legacy,,0.18071315860718626,0.24865892818952917,,,57.128198080401745,33.47744723974494,1119288,,,,,,ELF,main
appliances,patchtst,1,legacy,,0.18255689072805906,0.25187743994257794,,,59.324251567614404,35.274441670990385,1119288,,,,,,ELF,main
appliances,patchtst,2,legacy,,0.18236874503610656,0.25037124661874777,,,58.54343882612426,35.169257877855244,1119288,,,,,,ELF,main
bdg2,dlinear,0,legacy,,0.1840960741449647,0.265918717014358,,,15.135617761162944,13.18636781321102,646112,,,,,,ELF,main
bdg2,dlinear,1,legacy,,0.18344570995389864,0.26745758236046635,,,18.794858273333105,17.239379450975957,646112,,,,,,ELF,main
bdg2,dlinear,2,legacy,,0.1841439928477116,0.2663724436871419,,,16.021012053753758,14.155753045676288,646112,,,,,,ELF,main
bdg2,patchtst,0,legacy,,0.1739726928944765,0.2671270590053758,,,21.037210098700932,17.06728795986525,646112,,,,,,ELF,main
bdg2,patchtst,1,legacy,,0.17564226233190167,0.2664408440520911,,,21.06192075873883,16.696777688490116,646112,,,,,,ELF,main
bdg2,patchtst,2,legacy,,0.17352121912854124,0.2643983179131066,,,20.41795072716094,17.12079233135857,646112,,,,,,ELF,main
ETTh1,dlinear,0,refit,,0.36800357278615786,0.38729081241878394,,,7.958574246945005,5.049399447894021,301984,,,,,,ELF,main
ETTh1,dlinear,1,refit,,0.3686536645156496,0.3871763048984607,,,7.7473811531914905,4.656264679627853,301984,,,,,,ELF,main
ETTh1,dlinear,2,refit,,0.3656464246317308,0.38495094724644424,,,6.080631187385476,3.425710265641413,301984,,,,,,ELF,main
ETTh1,patchtst,0,refit,,0.3658334047330056,0.39251852604182597,,,13.118325210764581,8.712864724752833,301984,,,,,,ELF,main
ETTh1,patchtst,1,refit,,0.3634583055566834,0.3911979708117437,,,16.011199979376833,9.777936403699893,301984,,,,,,ELF,main
ETTh1,patchtst,2,refit,,0.36192512686293005,0.392425388677701,,,15.04687787060799,10.673286126469606,301984,,,,,,ELF,main
ETTh2,dlinear,0,refit,,0.1363929992268162,0.24690414180609008,,,13.393451047529236,9.750010700998635,301984,,,,,,ELF,main
ETTh2,dlinear,1,refit,,0.13456174226475384,0.24379479371404694,,,4.6098751186582465,3.7609685550658245,301984,,,,,,ELF,main
ETTh2,dlinear,2,refit,,0.13592485568679394,0.24565612355050073,,,9.700320141903074,6.6803375722904175,301984,,,,,,ELF,main
ETTh2,patchtst,0,refit,,0.13657095337380298,0.2462361645153326,,,11.273965922070683,7.404586872086072,301984,,,,,,ELF,main
ETTh2,patchtst,1,refit,,0.13824478193461748,0.25309370391826774,,,16.92396653958005,16.073114276600265,301984,,,,,,ELF,main
ETTh2,patchtst,2,refit,,0.13761742246501069,0.24636483750895471,,,13.981311312276157,7.832393738874488,301984,,,,,,ELF,main
ETTm1,dlinear,0,refit,,0.23987918177844167,0.31965578520927296,,,9.13680650946479,5.7394914670821695,301984,,,,,,ELF,main
ETTm1,dlinear,1,refit,,0.2408321487874222,0.3210226612855251,,,11.271489741684471,7.516227862431446,301984,,,,,,ELF,main
ETTm1,dlinear,2,refit,,0.23639229139151807,0.3172088651192695,,,7.420802524445602,4.969761025440656,301984,,,,,,ELF,main
ETTm1,patchtst,0,refit,,0.2341020978967369,0.3151491595386347,,,26.909558622524045,12.417576069274517,301984,,,,,,ELF,main
ETTm1,patchtst,1,refit,,0.2400622395629174,0.32109826896189586,,,22.959384641751935,11.603508053593604,301984,,,,,,ELF,main
ETTm1,patchtst,2,refit,,0.23422494423499127,0.31530341395370054,,,21.885201878973625,9.164174244686052,301984,,,,,,ELF,main
ETTm2,dlinear,0,refit,,0.0859677712913702,0.19157491196279453,,,15.742367082488107,10.95815722114436,301984,,,,,,ELF,main
ETTm2,dlinear,1,refit,,0.08615758694167636,0.19177121569961073,,,16.94507885427502,11.715322884021306,301984,,,,,,ELF,main
ETTm2,dlinear,2,refit,,0.08656052173361206,0.1922637892191201,,,16.062439876356237,11.104125269068133,301984,,,,,,ELF,main
ETTm2,patchtst,0,refit,,0.08593153967937428,0.19195641299273788,,,33.09831626184785,20.91523784013797,301984,,,,,,ELF,main
ETTm2,patchtst,1,refit,,0.0865779978548114,0.1926546473789863,,,23.431355792804844,16.732727315096476,301984,,,,,,ELF,main
ETTm2,patchtst,2,refit,,0.08680695052933285,0.19357298546558596,,,22.252891297579712,17.43801087756457,301984,,,,,,ELF,main
appliances,dlinear,0,refit,,0.19240490172361246,0.25514502386488963,,,13.124149334305724,8.120639829162302,1119288,,,,,,ELF,main
appliances,dlinear,1,refit,,0.1927177931318744,0.25478969436317506,,,13.040061306286354,7.329890260017969,1119288,,,,,,ELF,main
appliances,dlinear,2,refit,,0.19330923571414146,0.2563149893057635,,,15.18917258217497,9.844271419798767,1119288,,,,,,ELF,main
appliances,patchtst,0,refit,,0.17785015487197461,0.2475296182400603,,,62.124796415889335,37.06090423101656,1119288,,,,,,ELF,main
appliances,patchtst,1,refit,,0.17813952192321178,0.24790539884415916,,,58.6199693090989,36.47341053291445,1119288,,,,,,ELF,main
appliances,patchtst,2,refit,,0.18031463683111262,0.24954676743792698,,,57.60943843717753,34.606090960167755,1119288,,,,,,ELF,main
bdg2,dlinear,0,refit,,0.18436336221870087,0.26393567991129696,,,13.925856462152842,10.849305599478631,646112,,,,,,ELF,main
bdg2,dlinear,1,refit,,0.18401540478048758,0.26603673443292375,,,15.973209630698438,13.963254912218936,646112,,,,,,ELF,main
bdg2,dlinear,2,refit,,0.18334312917389214,0.265758606508524,,,16.746776328213475,14.782822729046007,646112,,,,,,ELF,main
bdg2,patchtst,0,refit,,0.1715608784200414,0.2612548685098514,,,14.47756902695283,12.918774305251679,646112,,,,,,ELF,main
bdg2,patchtst,1,refit,,0.17356434100053575,0.26566812058082395,,,17.952102807008984,16.782160469912967,646112,,,,,,ELF,main
bdg2,patchtst,2,refit,,0.17409717279149434,0.26362853093259303,,,14.753669914435596,13.157069552946766,646112,,,,,,ELF,main
bdg2_fox,dlinear,0,legacy,,0.1759425950775218,0.2670600883223226,,,25.84167616264125,15.782052900762732,646112,,,,,,ELF,main
bdg2_fox,dlinear,0,refit,,0.176374097224779,0.2663310263307556,,,25.007596979177997,14.242568643878384,646112,,,,,,ELF,main
bdg2_fox,dlinear,1,legacy,,0.1761718198400659,0.2672872208889678,,,26.03053809464402,16.17082429163642,646112,,,,,,ELF,main
bdg2_fox,dlinear,1,refit,,0.1762299294383989,0.2673059550645421,,,26.113290253836563,16.081320735066374,646112,,,,,,ELF,main
bdg2_fox,dlinear,2,legacy,,0.1760439831631782,0.2678524457757664,,,26.46264210868804,16.88042458291854,646112,,,,,,ELF,main
