dataset,backbone,kind,seed,rank,arm,mse,mae,state_bytes
ETTm2,dlinear,mae,2,2,adapter_global,0.09942309122924474,0.2077594296364347,1584
ETTm2,dlinear,mae,2,4,base,0.10143842122355687,0.20973374368278297,0
ETTm2,dlinear,mae,2,4,boundary,0.09301991937483337,0.20204310929376362,4528
ETTm2,dlinear,mae,2,4,adapter,0.10021257780345226,0.20887798022881943,1440
ETTm2,dlinear,mae,2,4,adapter_global,0.09920461713877692,0.20745458889984056,1968
ETTm2,dlinear,sf,2,2,base,0.10087509454100803,0.20947045918199783,0
ETTm2,dlinear,sf,2,2,boundary,0.09239661278379944,0.20167327425964757,4528
ETTm2,dlinear,sf,2,2,adapter,0.0994277808421881,0.20814229969175632,1056
ETTm2,dlinear,sf,2,2,adapter_global,0.09860009396063665,0.207082644589983,1584
ETTm2,dlinear,sf,2,4,base,0.10259857028218762,0.21161527172129027,0
ETTm2,dlinear,sf,2,4,boundary,0.09260400797617967,0.20204536736971593,4528
ETTm2,dlinear,sf,2,4,adapter,0.099833693901383,0.20900644694657408,1440
ETTm2,dlinear,sf,2,4,adapter_global,0.09865947501643606,0.2074959799756793,1968
ETTm2,patchtst,mae,0,2,base,0.12039281442236151,0.23278186416412971,0
ETTm2,patchtst,mae,0,2,boundary,0.10062779493023694,0.21414000491193244,4528
ETTm2,patchtst,mae,0,2,adapter,0.11207691380646286,0.2266416720914515,1056
ETTm2,patchtst,mae,0,2,adapter_global,0.11213331725143334,0.2261632732479323,1584
ETTm2,patchtst,mae,0,4,base,0.11918099086252962,0.23097512317907126,0
ETTm2,patchtst,mae,0,4,boundary,0.09939708382586342,0.21252974338808764,4528
ETTm2,patchtst,mae,0,4,adapter,0.11218906886202568,0.22556479887545258,1440
ETTm2,patchtst,mae,0,4,adapter_global,0.1118524903349892,0.2248612836882547,1968
ETTm2,patchtst,sf,0,2,base,0.12851523592424555,0.23869963479500622,0
ETTm2,patchtst,sf,0,2,boundary,0.09876940392923682,0.21134681769042973,4528
ETTm2,patchtst,sf,0,2,adapter,0.11456306824090223,0.22658316254017152,1056
ETTm2,patchtst,sf,0,2,adapter_global,0.11451075896870849,0.22648425002913758,1584
ETTm2,patchtst,sf,0,4,base,0.11584630592953966,0.22854462002218254,0
ETTm2,patchtst,sf,0,4,boundary,0.09697779827186052,0.20925124380581697,4528
ETTm2,patchtst,sf,0,4,adapter,0.10906169048099663,0.22126909596671568,1440
ETTm2,patchtst,sf,0,4,adapter_global,0.10849057545026368,0.22110688501363593,1968
ETTm2,patchtst,mae,1,2,base,0.13150710428709064,0.24309555194077204,0
ETTm2,patchtst,mae,1,2,boundary,0.09837926029828022,0.2108348825623942,4528
ETTm2,patchtst,mae,1,2,adapter,0.11472154144773171,0.22669473941158585,1056
ETTm2,patchtst,mae,1,2,adapter_global,0.11432299285016351,0.22644921897097478,1584
ETTm2,patchtst,mae,1,4,base,0.14326711651866597,0.25586445270706937,0
ETTm2,patchtst,mae,1,4,boundary,0.0979381126689493,0.20991877220948707,4528
ETTm2,patchtst,mae,1,4,adapter,0.11497690182044006,0.22718353871041766,1440
ETTm2,patchtst,mae,1,4,adapter_global,0.11509684321701852,0.2273206745872165,1968
ETTm2,patchtst,sf,1,2,base,0.16823519945729706,0.2841276519821405,0
ETTm2,patchtst,sf,1,2,boundary,0.09974596909349809,0.21300674796626756,4528
ETTm2,patchtst,sf,1,2,adapter,0.1267311225209851,0.2440491160878425,1056
ETTm2,patchtst,sf,1,2,adapter_global,0.12693564260546752,0.24426912594093028,1584
ETTm2,patchtst,sf,1,4,base,0.1846627538077167,0.29439563846047656,0
ETTm2,patchtst,sf,1,4,boundary,0.0998679077040728,0.21307497332815648,4528
ETTm2,patchtst,sf,1,4,adapter,0.12113903860538902,0.23462274457381313,1440
ETTm2,patchtst,sf,1,4,adapter_global,0.12144496551286794,0.23497419470831593,1968
ETTm2,patchtst,mae,2,2,base,0.11964916758768335,0.23199711345419416,0
ETTm2,patchtst,mae,2,2,boundary,0.10164455640349215,0.2153689617562258,4528
ETTm2,patchtst,mae,2,2,adapter,0.11470915670017011,0.2281267045416392,1056
ETTm2,patchtst,mae,2,2,adapter_global,0.11476639566025369,0.2281485821339719,1584
ETTm2,patchtst,mae,2,4,base,0.12887794221830381,0.24321612446649374,0
ETTm2,patchtst,mae,2,4,boundary,0.10071809400410654,0.2149017701084893,4528
ETTm2,patchtst,mae,2,4,adapter,0.11807184610697175,0.2337519748828185,1440
ETTm2,patchtst,mae,2,4,adapter_global,0.11830263031253506,0.23410155176301306,1968
ETTm2,patchtst,sf,2,2,base,0.12141687450152933,0.23691474449406882,0
ETTm2,patchtst,sf,2,2,boundary,0.1001594346291938,0.2142463115264654,4528
ETTm2,patchtst,sf,2,2,adapter,0.11418762978303253,0.2300317538479753,1056
ETTm2,patchtst,sf,2,2,adapter_global,0.11434152503241178,0.23028280565647377,1584
ETTm2,patchtst,sf,2,4,base,0.13887960154139656,0.25206052158246145,0
ETTm2,patchtst,sf,2,4,boundary,0.09768022460732345,0.2103589378263905,4528
ETTm2,patchtst,sf,2,4,adapter,0.11330082540040362,0.22726061360257838,1440
ETTm2,patchtst,sf,2,4,adapter_global,0.11342060253431245,0.22732052457056273,1968
appliances,dlinear,mae,0,2,base,0.24879565129483336,0.297146316912605,0
appliances,dlinear,mae,0,2,boundary,0.19552046178127244,0.2595458279940326,13192
appliances,dlinear,mae,0,2,adapter,0.24934391537624148,0.2937111106104921,2880
appliances,dlinear,mae,0,2,adapter_global,0.24828508362144774,0.29511078508594907,3408
appliances,dlinear,mae,0,4,base,0.2529206126641359,0.30436386428635454,0
appliances,dlinear,mae,0,4,boundary,0.1925283816677919,0.2573605346599252,13192
appliances,dlinear,mae,0,4,adapter,0.24874402647114638,0.2926922206041877,3264
appliances,dlinear,mae,0,4,adapter_global,0.24816151420202467,0.29479534321269557,3792
appliances,dlinear,sf,0,2,base,0.24932677999271835,0.2988413037242879,0
appliances,dlinear,sf,0,2,boundary,0.19607515001409348,0.26036033089609456,13192
appliances,dlinear,sf,0,2,adapter,0.24985827606849206,0.2949030488381497,2880
appliances,dlinear,sf,0,2,adapter_global,0.2486936663783458,0.29645646572561524,3408
appliances,dlinear,sf,0,4,base,0.2535937055511228,0.30595615729666253,0
appliances,dlinear,sf,0,4,boundary,0.1933397820463191,0.25817728971643117,13192
appliances,dlinear,sf,0,4,adapter,0.2491187155517285,0.2932689433371923,3264
appliances,dlinear,sf,0,4,adapter_global,0.24848565267887524,0.2956551583400638,3792
appliances,dlinear,mae,1,2,base,0.23661670834171805,0.2834233576122161,0
appliances,dlinear,mae,1,2,boundary,0.19135207773927837,0.25619541941257495,13192
appliances,dlinear,mae,1,2,adapter,0.23534286802846832,0.2770366886185115,2880
appliances,dlinear,mae,1,2,adapter_global,0.23487040664698539,0.2790775056607147,3408
appliances,dlinear,mae,1,4,base,0.24093521406422894,0.29039012041296003,0
appliances,dlinear,mae,1,4,boundary,0.18804874800570345,0.2535335695749415,13192
appliances,dlinear,mae,1,4,adapter,0.235060037496523,0.27663630739575024,3264
appliances,dlinear,mae,1,4,adapter_global,0.23465163092976404,0.27896635946346615,3792
appliances,dlinear,sf,1,2,base,0.23711884608345882,0.284626092178954,0
appliances,dlinear,sf,1,2,boundary,0.1912638309475529,0.256376348098418,13192
appliances,dlinear,sf,1,2,adapter,0.23564507495854098,0.27796653053110937,2880
appliances,dlinear,sf,1,2,adapter_global,0.23519878638614503,0.28001167152792367,3408
appliances,dlinear,sf,1,4,base,0.24206349773668462,0.2917747170480879,0
appliances,dlinear,sf,1,4,boundary,0.18754845796570188,0.25332999968805264,13192
appliances,dlinear,sf,1,4,adapter,0.23573095360235274,0.2772903041397106,3264
appliances,dlinear,sf,1,4,adapter_global,0.23533748061349125,0.279695354576885,3792
appliances,dlinear,mae,2,2,base,0.23735126629849934,0.2858029356699287,0
appliances,dlinear,mae,2,2,boundary,0.19257622239779398,0.2568533726822695,13192
appliances,dlinear,mae,2,2,adapter,0.23670226244689294,0.28033581653545087,2880
appliances,dlinear,mae,2,2,adapter_global,0.23619083275193734,0.2821882055961564,3408
appliances,dlinear,mae,2,4,base,0.2390282833453118,0.28873241637567454,0
appliances,dlinear,mae,2,4,boundary,0.19286648221789202,0.25739411504386783,13192
appliances,dlinear,mae,2,4,adapter,0.23735221579205767,0.28070218200222596,3264
appliances,dlinear,mae,2,4,adapter_global,0.23690043108544268,0.2828025399436443,3792
appliances,dlinear,sf,2,2,base,0.24013849306221674,0.289979188640894,0
appliances,dlinear,sf,2,2,boundary,0.19219355565051852,0.25682955957025566,13192
appliances,dlinear,sf,2,2,adapter,0.2388988791929658,0.2831999610409924,2880
appliances,dlinear,sf,2,2,adapter_global,0.2383625600217025,0.28532172871085343,3408
appliances,dlinear,sf,2,4,base,0.2426950759218954,0.2940507141620701,0
appliances,dlinear,sf,2,4,boundary,0.19251854318173442,0.25740824280108204,13192
appliances,dlinear,sf,2,4,adapter,0.24005584239584665,0.2838174298560093,3264
appliances,dlinear,sf,2,4,adapter_global,0.2395184115689174,0.28636488408348004,3792
appliances,patchtst,mae,0,2,base,0.485702821097067,0.4131629854881224,0
appliances,patchtst,mae,0,2,boundary,0.19389951284425389,0.25985559374654704,13192
appliances,patchtst,mae,0,2,adapter,0.4346370196678969,0.3914831062812884,2880
appliances,patchtst,mae,0,2,adapter_global,0.4346561872215729,0.39152328733449104,3408
appliances,patchtst,mae,0,4,base,0.5176314969907589,0.42649047922737376,0
appliances,patchtst,mae,0,4,boundary,0.19516472968772236,0.2608743913884968,13192
appliances,patchtst,mae,0,4,adapter,0.427341454524182,0.3884117170018606,3264
appliances,patchtst,mae,0,4,adapter_global,0.42736978342263354,0.38844306047597493,3792
appliances,patchtst,sf,0,2,base,0.4825624841933515,0.39933565590708325,0
appliances,patchtst,sf,0,2,boundary,0.19532060443889104,0.26093472863057976,13192
appliances,patchtst,sf,0,2,adapter,0.44122235595245424,0.3842516846803894,2880
appliances,patchtst,sf,0,2,adapter_global,0.44130403318924866,0.38433084791598315,3408
appliances,patchtst,sf,0,4,base,0.47801361949625126,0.3990152589204849,0
appliances,patchtst,sf,0,4,boundary,0.19312162781925982,0.2581414463340084,13192
appliances,patchtst,sf,0,4,adapter,0.40139392579960537,0.36806276972497476,3264
appliances,patchtst,sf,0,4,adapter_global,0.4014846509108198,0.3681639906616861,3792
appliances,patchtst,mae,1,2,base,0.5127388760398163,0.42064142323764914,0
appliances,patchtst,mae,1,2,boundary,0.19591075950212306,0.26405783310147934,13192
appliances,patchtst,mae,1,2,adapter,0.4763635127134745,0.40698298832258323,2880
appliances,patchtst,mae,1,2,adapter_global,0.47643965443735686,0.4070353203442579,3408
appliances,patchtst,mae,1,4,base,0.4771708061076378,0.40126237636782436,0
appliances,patchtst,mae,1,4,boundary,0.19415728569397214,0.2616590981026956,13192
appliances,patchtst,mae,1,4,adapter,0.42137666003842406,0.3786729245807101,3264
appliances,patchtst,mae,1,4,adapter_global,0.42149554542856027,0.378774447074842,3792
appliances,patchtst,sf,1,2,base,0.47198645051954036,0.39429974692657366,0
appliances,patchtst,sf,1,2,boundary,0.1955922648619211,0.2628603345681456,13192
appliances,patchtst,sf,1,2,adapter,0.42892256143579016,0.3782605540742956,2880
appliances,patchtst,sf,1,2,adapter_global,0.4290043563814331,0.3783157101618033,3408
appliances,patchtst,sf,1,4,base,0.4812634544131079,0.39973955782521425,0
appliances,patchtst,sf,1,4,boundary,0.19475215483814015,0.26247777350765783,13192
appliances,patchtst,sf,1,4,adapter,0.41816986129450884,0.3756032397174984,3264
appliances,patchtst,sf,1,4,adapter_global,0.41825216653191427,0.37565517912890317,3792
appliances,patchtst,mae,2,2,base,0.450941808316476,0.3864277143132226,0
appliances,patchtst,mae,2,2,boundary,0.1934652844037538,0.2584324270294165,13192
appliances,patchtst,mae,2,2,adapter,0.41411422632271405,0.3712183634639671,2880
appliances,patchtst,mae,2,2,adapter_global,0.4141230274492481,0.37122637090376975,3408
appliances,patchtst,mae,2,4,base,0.47739343735400347,0.40031647025179834,0
appliances,patchtst,mae,2,4,boundary,0.19256971688123184,0.25745525030337035,13192
appliances,patchtst,mae,2,4,adapter,0.4050199466683612,0.36934994781918323,3264
appliances,patchtst,mae,2,4,adapter_global,0.4050397034841336,0.36936697521343287,3792
appliances,patchtst,sf,2,2,base,0.48129504016834707,0.40883002599222207,0
appliances,patchtst,sf,2,2,boundary,0.19113312931730816,0.25733809730748125,13192
appliances,patchtst,sf,2,2,adapter,0.4417461627121289,0.3913901609096405,2880
appliances,patchtst,sf,2,2,adapter_global,0.4417543056543275,0.39139455272351587,3408
appliances,patchtst,sf,2,4,base,0.480075439834274,0.40792892130832387,0
appliances,patchtst,sf,2,4,boundary,0.19157586546902095,0.256452320907443,13192
appliances,patchtst,sf,2,4,adapter,0.4107785696396348,0.3768229491709658,3264
appliances,patchtst,sf,2,4,adapter_global,0.4107967068179476,0.37683324435292076,3792
bdg2,dlinear,mae,0,2,base,0.24962147486318154,0.3295382882564621,0
bdg2,dlinear,mae,0,2,boundary,0.21221880142614255,0.30097647527399907,8176
bdg2,dlinear,mae,0,2,adapter,0.24832052636201715,0.3270572658105066,1824
bdg2,dlinear,mae,0,2,adapter_global,0.24839511267181452,0.32717546293095023,2352
bdg2,dlinear,mae,0,4,base,0.24929291934701997,0.32984632152992993,0
bdg2,dlinear,mae,0,4,boundary,0.2118806391654733,0.30080232825512626,8176
bdg2,dlinear,mae,0,4,adapter,0.24634877533508193,0.326384264084968,2208
bdg2,dlinear,mae,0,4,adapter_global,0.24646570406322685,0.32653245822159793,2736
bdg2,dlinear,sf,0,2,base,0.24910364268460736,0.32925654169459667,0
bdg2,dlinear,sf,0,2,boundary,0.21211276704769655,0.3008978339707661,8176
bdg2,dlinear,sf,0,2,adapter,0.24740775163283593,0.32627172600796667,1824
bdg2,dlinear,sf,0,2,adapter_global,0.24744450502324997,0.32633042635168297,2352
bdg2,dlinear,sf,0,4,base,0.2484410417149629,0.32903710581581913,0
bdg2,dlinear,sf,0,4,boundary,0.21161645729783427,0.30051137724303034,8176
bdg2,dlinear,sf,0,4,adapter,0.2463734064298052,0.32571770064515737,2208
bdg2,dlinear,sf,0,4,adapter_global,0.24648660598042452,0.3259153348713831,2736
bdg2,dlinear,mae,1,2,base,0.24159182202606316,0.32654909335489113,0
bdg2,dlinear,mae,1,2,boundary,0.21116350335515546,0.30063708087368746,8176
bdg2,dlinear,mae,1,2,adapter,0.2420921222419997,0.3271292894843539,1824
bdg2,dlinear,mae,1,2,adapter_global,0.24169811693245155,0.32659671608674956,2352
bdg2,dlinear,mae,1,4,base,0.2419060081721997,0.32839936805552855,0
bdg2,dlinear,mae,1,4,boundary,0.21074789938135113,0.30033443101105683,8176
bdg2,dlinear,mae,1,4,adapter,0.24037010154765145,0.3254176350348996,2208
bdg2,dlinear,mae,1,4,adapter_global,0.2405594757937379,0.3258420867053407,2736
bdg2,dlinear,sf,1,2,base,0.24289599626656566,0.328294892293332,0
bdg2,dlinear,sf,1,2,boundary,0.21193543600274278,0.30172039168900294,8176
bdg2,dlinear,sf,1,2,adapter,0.24353227919665085,0.32897358864565285,1824
bdg2,dlinear,sf,1,2,adapter_global,0.24297986873446842,0.32832335028991755,2352
bdg2,dlinear,sf,1,4,base,0.243168811428015,0.3302145323975436,0
bdg2,dlinear,sf,1,4,boundary,0.2114632207002579,0.3014137939845279,8176
bdg2,dlinear,sf,1,4,adapter,0.24180703117134314,0.3272401540747822,2208
bdg2,dlinear,sf,1,4,adapter_global,0.24201241079731978,0.32772901695591633,2736
bdg2,dlinear,mae,2,2,base,0.24017982446743522,0.3252165909393951,0
bdg2,dlinear,mae,2,2,boundary,0.20914201441418162,0.2980152777050853,8176
bdg2,dlinear,mae,2,2,adapter,0.23880242008846647,0.3230328488244794,1824
bdg2,dlinear,mae,2,2,adapter_global,0.23891556463169664,0.3232125946087606,2352
bdg2,dlinear,mae,2,4,base,0.24006285327720375,0.3258527066565871,0
bdg2,dlinear,mae,2,4,boundary,0.20897663866297658,0.2979780876415248,8176
bdg2,dlinear,mae,2,4,adapter,0.23824542848697694,0.32242258336794155,2208
bdg2,dlinear,mae,2,4,adapter_global,0.23840546656476336,0.3227985546044949,2736
bdg2,dlinear,sf,2,2,base,0.23928071026025893,0.32470213463880854,0
bdg2,dlinear,sf,2,2,boundary,0.20889628679985428,0.2977922159548875,8176
bdg2,dlinear,sf,2,2,adapter,0.23805233924669533,0.3226502945754669,1824
bdg2,dlinear,sf,2,2,adapter_global,0.23815912010184667,0.3228492055254753,2352
bdg2,dlinear,sf,2,4,base,0.23907028079114537,0.32518546118768554,0
bdg2,dlinear,sf,2,4,boundary,0.2085039326334499,0.2974166778147168,8176
bdg2,dlinear,sf,2,4,adapter,0.23748537357882554,0.32189571300104136,2208
bdg2,dlinear,sf,2,4,adapter_global,0.2376365384593891,0.32231515102955766,2736
bdg2,patchtst,mae,0,2,base,0.2573572585344691,0.35063251821248137,0
bdg2,patchtst,mae,0,2,boundary,0.20836874429108332,0.30311666605776505,8176
bdg2,patchtst,mae,0,2,adapter,0.2538450552448053,0.347400172191678,1824
bdg2,patchtst,mae,0,2,adapter_global,0.2539054367312804,0.34748070307945755,2352
bdg2,patchtst,mae,0,4,base,0.25723578055041324,0.3504220849281732,0
bdg2,patchtst,mae,0,4,boundary,0.2081043076585541,0.3026803613533313,8176
bdg2,patchtst,mae,0,4,adapter,0.2533198849405917,0.34657867236964573,2208
bdg2,patchtst,mae,0,4,adapter_global,0.25344360417611494,0.3467692148524428,2736
bdg2,patchtst,sf,0,2,base,0.2586432090028555,0.3533856947673878,0
bdg2,patchtst,sf,0,2,boundary,0.2077779337500762,0.3024965547654128,8176
bdg2,patchtst,sf,0,2,adapter,0.2556032401475683,0.3504672806690619,1824
bdg2,patchtst,sf,0,2,adapter_global,0.2556753106960548,0.35055017825508966,2352
bdg2,patchtst,sf,0,4,base,0.25787491705689786,0.35248327120625067,0
bdg2,patchtst,sf,0,4,boundary,0.2074367819746414,0.30203918567709154,8176
bdg2,patchtst,sf,0,4,adapter,0.2539700427447371,0.34839810433501056,2208
bdg2,patchtst,sf,0,4,adapter_global,0.2540397892907419,0.34849629161164164,2736
bdg2,patchtst,mae,1,2,base,0.2772960929485479,0.36991748007973924,0
bdg2,patchtst,mae,1,2,boundary,0.21271397870131398,0.30787817346532553,8176
bdg2,patchtst,mae,1,2,adapter,0.2746706593473798,0.3671488877081606,1824
bdg2,patchtst,mae,1,2,adapter_global,0.2747321235043558,0.3672108668374738,2352
bdg2,patchtst,mae,1,4,base,0.2788812686445982,0.372787638553019,0
bdg2,patchtst,mae,1,4,boundary,0.21244665419148706,0.30768624045809667,8176
bdg2,patchtst,mae,1,4,adapter,0.271186452924411,0.3646883295975659,2208
bdg2,patchtst,mae,1,4,adapter_global,0.2713703749950025,0.3648956832059508,2736
bdg2,patchtst,sf,1,2,base,0.268612843405112,0.36036734596181585,0
bdg2,patchtst,sf,1,2,boundary,0.21018679888914069,0.305105275443697,8176
bdg2,patchtst,sf,1,2,adapter,0.26618536482785304,0.3578238218138738,1824
bdg2,patchtst,sf,1,2,adapter_global,0.26624569829498396,0.357884840524495,2352
bdg2,patchtst,sf,1,4,base,0.26893266437650276,0.3613955609023609,0
bdg2,patchtst,sf,1,4,boundary,0.21002335261818497,0.30493089370350673,8176
bdg2,patchtst,sf,1,4,adapter,0.2627058796321512,0.3548919832784567,2208
bdg2,patchtst,sf,1,4,adapter_global,0.262899559279131,0.3551174435909427,2736
bdg2,patchtst,mae,2,2,base,0.2634954412353585,0.35599991196640535,0
bdg2,patchtst,mae,2,2,boundary,0.20896703848788503,0.3043213745167678,8176
bdg2,patchtst,mae,2,2,adapter,0.2607378043356447,0.3533286400091809,1824
bdg2,patchtst,mae,2,2,adapter_global,0.26075087818738873,0.3533427471727406,2352
bdg2,patchtst,mae,2,4,base,0.26381671543273455,0.356553396628252,0
bdg2,patchtst,mae,2,4,boundary,0.2085715126834681,0.3038910053865453,8176
bdg2,patchtst,mae,2,4,adapter,0.2589797724649954,0.35183145108969494,2208
bdg2,patchtst,mae,2,4,adapter_global,0.2589979799500011,0.3518514344863484,2736
bdg2,patchtst,sf,2,2,base,0.26343225318895824,0.35638139379836725,0
bdg2,patchtst,sf,2,2,boundary,0.20895912918599474,0.30422253911721187,8176
bdg2,patchtst,sf,2,2,adapter,0.259586310982835,0.35255839061295285,1824
bdg2,patchtst,sf,2,2,adapter_global,0.2596032629086931,0.3525754695217848,2352
bdg2,patchtst,sf,2,4,base,0.26444182990260234,0.3575755480149045,0
bdg2,patchtst,sf,2,4,boundary,0.20899503055902802,0.30424958556381193,8176
bdg2,patchtst,sf,2,4,adapter,0.25846236218692126,0.3515692487695513,2208
bdg2,patchtst,sf,2,4,adapter_global,0.2584869201589775,0.35159444604519763,2736
ETTh1,dlinear,mae,0,64,base,0.5065316264512538,0.48484665337545924,0
ETTh1,dlinear,mae,0,64,boundary,0.43938624840093465,0.45239953056754817,4528
ETTh1,dlinear,mae,0,64,adapter,0.4983360407168562,0.47834328726988845,12960
ETTh1,dlinear,mae,0,64,adapter_global,0.49012370732335403,0.4750217910863782,13488
ETTh1,dlinear,sf,0,64,base,0.5126109305496505,0.4876372336814316,0
ETTh1,dlinear,sf,0,64,boundary,0.4430611582229616,0.454577727664527,4528
ETTh1,dlinear,sf,0,64,adapter,0.5034520591598537,0.4810580915885193,12960
ETTh1,dlinear,sf,0,64,adapter_global,0.4953542960380796,0.47760383992596483,13488
ETTh1,patchtst,mae,0,64,base,0.5619704071675818,0.510188498306866,0
ETTh1,patchtst,mae,0,64,boundary,0.4105390853386766,0.43880816401323003,4528
ETTh1,patchtst,mae,0,64,adapter,0.5236183277676455,0.49350312699899374,12960
ETTh1,patchtst,mae,0,64,adapter_global,0.5250727028132777,0.49427335100682307,13488
ETTh1,patchtst,sf,0,64,base,0.5839392318369545,0.5284244231584768,0
ETTh1,patchtst,sf,0,64,boundary,0.42286699512499476,0.4511427381628965,4528
ETTh1,patchtst,sf,0,64,adapter,0.5484547809051212,0.5113479926215704,12960
ETTh1,patchtst,sf,0,64,adapter_global,0.5495108812106118,0.5124512051633026,13488
ETTh2,dlinear,mae,0,64,base,0.18577201173778998,0.297172788239993,0
ETTh2,dlinear,mae,0,64,boundary,0.15573767102864913,0.26772760384854455,4528
ETTh2,dlinear,mae,0,64,adapter,0.16790756469519688,0.27763740450997676,12960
ETTh2,dlinear,mae,0,64,adapter_global,0.16775515174657935,0.27799039182193674,13488
ETTh2,dlinear,sf,0,64,base,0.1868591588676744,0.29826376702997653,0
ETTh2,dlinear,sf,0,64,boundary,0.15558932647824242,0.2677354278550034,4528
ETTh2,dlinear,sf,0,64,adapter,0.1679289516883014,0.2777580500107042,12960
ETTh2,dlinear,sf,0,64,adapter_global,0.1677175406947768,0.27806021713094164,13488
ETTh2,patchtst,mae,0,64,base,0.3384307651776469,0.4032719865778614,0
ETTh2,patchtst,mae,0,64,boundary,0.15167389701214595,0.26386247251888656,4528
ETTh2,patchtst,mae,0,64,adapter,0.2022403838917215,0.3100437405339186,12960
ETTh2,patchtst,mae,0,64,adapter_global,0.20243649847676998,0.3102536828399414,13488
ETTh2,patchtst,sf,0,64,base,0.4447073308716193,0.4643782746851055,0
ETTh2,patchtst,sf,0,64,boundary,0.15110762601535335,0.2642518619051771,4528
ETTh2,patchtst,sf,0,64,adapter,0.23775584678472225,0.33625723430336135,12960
ETTh2,patchtst,sf,0,64,adapter_global,0.23784145526027523,0.33633981426244763,13488
ETTm1,dlinear,mae,0,64,base,0.3174063768762686,0.38193336222857033,0
ETTm1,dlinear,mae,0,64,boundary,0.26782981056048316,0.34699441130805025,4528
ETTm1,dlinear,mae,0,64,adapter,0.3002296540285472,0.36751437532042935,12960
ETTm1,dlinear,mae,0,64,adapter_global,0.3003403725785207,0.3683594070220081,13488
ETTm1,dlinear,sf,0,64,base,0.3288817591496748,0.3875534789254998,0
ETTm1,dlinear,sf,0,64,boundary,0.2664358029614239,0.3457636447907093,4528
ETTm1,dlinear,sf,0,64,adapter,0.2989913229263134,0.3666535039143468,12960
ETTm1,dlinear,sf,0,64,adapter_global,0.29966074165823364,0.3674795618072402,13488
ETTm1,patchtst,mae,0,64,base,0.3594576831705976,0.39457488924703393,0
ETTm1,patchtst,mae,0,64,boundary,0.2711922287176742,0.34795804660648094,4528
ETTm1,patchtst,mae,0,64,adapter,0.32531574200294683,0.37706963135458393,12960
ETTm1,patchtst,mae,0,64,adapter_global,0.3251114943709538,0.37665527079029587,13488
ETTm1,patchtst,sf,0,64,base,0.3592786401035403,0.39377617700475365,0
ETTm1,patchtst,sf,0,64,boundary,0.2704968589989971,0.34790398875074435,4528
ETTm1,patchtst,sf,0,64,adapter,0.3233121792379294,0.37694346415685337,12960
ETTm1,patchtst,sf,0,64,adapter_global,0.3233767190174091,0.37657736682021603,13488
ETTm2,dlinear,mae,0,64,base,0.10932757739866983,0.2204022314275697,0
ETTm2,dlinear,mae,0,64,boundary,0.09426141868775406,0.2051893155723912,4528
ETTm2,dlinear,mae,0,64,adapter,0.10369704778040542,0.21330039166243667,12960
ETTm2,dlinear,mae,0,64,adapter_global,0.10022806304849055,0.2104544300112625,13488
ETTm2,dlinear,sf,0,64,base,0.11475078216278513,0.2263526353836515,0
ETTm2,dlinear,sf,0,64,boundary,0.09326349402473709,0.2038661932324512,4528
ETTm2,dlinear,sf,0,64,adapter,0.10060312268788403,0.20912055905288066,12960
ETTm2,dlinear,sf,0,64,adapter_global,0.09877737054899312,0.20845848165444505,13488
ETTm2,patchtst,mae,0,64,base,0.12379036878280038,0.23330356604888253,0
ETTm2,patchtst,mae,0,64,boundary,0.0981534143402717,0.2105077266986596,4528
ETTm2,patchtst,mae,0,64,adapter,0.1119097600400959,0.22303138034249972,12960
ETTm2,patchtst,mae,0,64,adapter_global,0.11039846246630898,0.22116295044528012,13488
ETTm2,patchtst,sf,0,64,base,0.14403265055743186,0.25395861835709144,0
ETTm2,patchtst,sf,0,64,boundary,0.09766984777130036,0.20981507088153156,4528
ETTm2,patchtst,sf,0,64,adapter,0.11101869736523176,0.22264341666454296,12960
ETTm2,patchtst,sf,0,64,adapter_global,0.11042481184831074,0.2221789963089005,13488
appliances,dlinear,mae,0,64,base,0.30643198458187715,0.3548559437502435,0
appliances,dlinear,mae,0,64,boundary,0.19374725044601424,0.2627504261541792,13192
appliances,dlinear,mae,0,64,adapter,0.24300231751258594,0.2841706959125741,14784
appliances,dlinear,mae,0,64,adapter_global,0.24282948776024332,0.287532827549959,15312
appliances,dlinear,sf,0,64,base,0.31602510726266864,0.3641877168069233,0
appliances,dlinear,sf,0,64,boundary,0.19090666646444113,0.2600608083402072,13192
appliances,dlinear,sf,0,64,adapter,0.23926638108966078,0.2772161146444168,14784
appliances,dlinear,sf,0,64,adapter_global,0.23911597274354845,0.2805660175430888,15312
appliances,patchtst,mae,0,64,base,0.5270331729099699,0.4338054720603531,0
appliances,patchtst,mae,0,64,boundary,0.19067149627873314,0.25492857420987336,13192
appliances,patchtst,mae,0,64,adapter,0.3505207504278727,0.34778777340430833,14784
appliances,patchtst,mae,0,64,adapter_global,0.35062592301190537,0.3479543315571466,15312
appliances,patchtst,sf,0,64,base,0.5184516655606658,0.43535934982555,0
appliances,patchtst,sf,0,64,boundary,0.18980354928330495,0.25420039781707615,13192
appliances,patchtst,sf,0,64,adapter,0.3517077008044097,0.3499148470236686,14784
appliances,patchtst,sf,0,64,adapter_global,0.3517798138046591,0.3500411052133483,15312
bdg2,dlinear,mae,0,64,base,0.27471290445831925,0.3607248968868399,0
bdg2,dlinear,mae,0,64,boundary,0.21580549038838412,0.30634644237384345,8176
