dataset,backbone,kind,seed,rank,arm,mse,mae,state_bytes
ETTh2,dlinear,sf,0,4,adapter,0.16865186231805734,0.2799511065015531,1440
ETTh2,dlinear,sf,0,4,adapter_global,0.16878291005983564,0.28008693298179715,1968
ETTh2,dlinear,mae,1,2,base,0.16556262138021569,0.27415837891812944,0
ETTh2,dlinear,mae,1,2,boundary,0.14995554733815822,0.25835239484973543,4528
ETTh2,dlinear,mae,1,2,adapter,0.16433370392996055,0.27286693773672466,1056
ETTh2,dlinear,mae,1,2,adapter_global,0.1645471442983049,0.2731167777545957,1584
ETTh2,dlinear,mae,1,4,base,0.16708601570937853,0.27580568199459254,0
ETTh2,dlinear,mae,1,4,boundary,0.14990992046476956,0.2584939765440811,4528
ETTh2,dlinear,mae,1,4,adapter,0.1641676231884524,0.272984226881125,1440
ETTh2,dlinear,mae,1,4,adapter_global,0.16433457345779143,0.27314388198551315,1968
ETTh2,dlinear,sf,1,2,base,0.16508300644758817,0.27494546788114116,0
ETTh2,dlinear,sf,1,2,boundary,0.14932745875156925,0.258404828655563,4528
ETTh2,dlinear,sf,1,2,adapter,0.16377502288765275,0.27352338579485763,1056
ETTh2,dlinear,sf,1,2,adapter_global,0.16403365599706976,0.27381851262882534,1584
ETTh2,dlinear,sf,1,4,base,0.16736784030454488,0.2774117762175944,0
ETTh2,dlinear,sf,1,4,boundary,0.1495843242619517,0.2588375976520861,4528
ETTh2,dlinear,sf,1,4,adapter,0.16388001279872302,0.27393753914737334,1440
ETTh2,dlinear,sf,1,4,adapter_global,0.1640647696297579,0.27411780123870716,1968
ETTh2,dlinear,mae,2,2,base,0.16682690102918707,0.27681782931534005,0
ETTh2,dlinear,mae,2,2,boundary,0.15382907238342827,0.26297132922274896,4528
ETTh2,dlinear,mae,2,2,adapter,0.16611277530947227,0.275616545193296,1056
ETTh2,dlinear,mae,2,2,adapter_global,0.16636538847315185,0.2759492069035605,1584
ETTh2,dlinear,mae,2,4,base,0.1677780413167973,0.2784127189885522,0
ETTh2,dlinear,mae,2,4,boundary,0.15322455822423467,0.2625866750642904,4528
ETTh2,dlinear,mae,2,4,adapter,0.1667929717198523,0.27641793210924653,1440
ETTh2,dlinear,mae,2,4,adapter_global,0.16709451713522008,0.2769609183743912,1968
ETTh2,dlinear,sf,2,2,base,0.1681430839894414,0.2784788928853984,0
ETTh2,dlinear,sf,2,2,boundary,0.1538608311274564,0.2632200165292077,4528
ETTh2,dlinear,sf,2,2,adapter,0.16718966067786753,0.2769576228674564,1056
ETTh2,dlinear,sf,2,2,adapter_global,0.16748650714839844,0.2773504910797967,1584
ETTh2,dlinear,sf,2,4,base,0.17038228038282952,0.28123799027771895,0
